grn_id,po_id,line_item_id,vendor_id,project_id,material_id,receipt_date,qty_delivered,qty_accepted,qty_rejected,grn_status,inspection_result,inspection_certificate,delivery_note_ref,storage_location,received_by,remarks,damage_flag,temperature_check,created_date
GRN-2022-0000097,PO-2022-0000974,PO-2022-0000974-L009,VND-000606,PRJ-2019-00698,MAT-00000298,2022-01-27,469,469,0,ACCEPTED,PASSED,CERT-23905032,DN-861OHD,SITE-C-WAREHOUSE-SEC-05,Maria Moore,,False,False,2022-01-27
GRN-2020-0000098,PO-2024-0000287,PO-2024-0000287-L004,VND-000734,PRJ-2024-00850,MAT-00000182,2020-05-22,391,391,0,ACCEPTED,PASSED,CERT-85291541,DN-484AEE,SITE-E-WAREHOUSE-SEC-02,Juan Reyes,,False,False,2020-05-22
GRN-2024-0000099,PO-2021-0000594,PO-2021-0000594-L002,VND-000515,PRJ-2024-00280,MAT-00000491,2024-04-02,137,8,129,PARTIALLY_ACCEPTED,PASSED,CERT-55610493,DN-982ERX,SITE-C-WAREHOUSE-SEC-06,Jennifer Villa,,False,False,2024-04-02
GRN-2024-0000100,PO-2020-0000715,PO-2020-0000715-L011,VND-000130,PRJ-2020-00699,MAT-00000016,2024-09-28,47,0,47,RETURNED,PASSED,CERT-55754284,DN-840SUT,SITE-B-WAREHOUSE-SEC-04,Lauren Keller,,False,False,2024-09-28
GRN-2023-0000101,PO-2021-0000140,PO-2021-0000140-L003,VND-000799,PRJ-2023-00220,MAT-00000014,2023-01-26,317,317,0,INSPECTED,PASSED,CERT-66910299,DN-278EWV,SITE-A-WAREHOUSE-SEC-03,Kimberly Gibson,,False,False,2023-01-26
GRN-2025-0000102,PO-2023-0000143,PO-2023-0000143-L001,VND-000278,PRJ-2024-00428,MAT-00000569,2025-10-31,348,348,0,INSPECTED,PASSED,CERT-16095815,DN-533KYO,SITE-D-WAREHOUSE-SEC-05,Jennifer Flores,,False,True,2025-10-31
GRN-2020-0000103,PO-2020-0000051,PO-2020-0000051-L003,VND-000196,PRJ-2019-00654,MAT-00000397,2020-03-02,149,84,65,PARTIALLY_ACCEPTED,PASSED,CERT-33581357,DN-766QYP,SITE-A-WAREHOUSE-SEC-04,Mrs. Amanda Shaw,Forward beyond suddenly between treat address.,False,False,2020-03-02
GRN-2023-0000104,PO-2024-0000780,PO-2024-0000780-L006,VND-000668,PRJ-2022-00070,MAT-00000931,2023-01-22,380,380,0,ACCEPTED,PASSED,CERT-20450542,DN-262EEY,SITE-D-WAREHOUSE-SEC-01,Gina Schwartz,,False,False,2023-01-22
GRN-2024-0000105,PO-2021-0000600,PO-2021-0000600-L001,VND-000537,PRJ-2023-00582,MAT-00000598,2024-03-28,167,167,0,RECEIVED,PASSED,CERT-58567046,DN-158YUO,SITE-E-WAREHOUSE-SEC-04,Olivia Brennan,Pay doctor range.,False,False,2024-03-28
GRN-2023-0000106,PO-2020-0000715,PO-2020-0000715-L011,VND-000130,PRJ-2020-00699,MAT-00000016,2023-04-24,174,174,0,ACCEPTED,PASSED,CERT-94989976,DN-431BGW,SITE-C-WAREHOUSE-SEC-02,Shelia Wallace,Tough animal someone fall.,False,False,2023-04-24
GRN-2021-0000107,PO-2022-0000974,PO-2022-0000974-L006,VND-000606,PRJ-2019-00698,MAT-00000521,2021-03-16,121,14,107,PARTIALLY_ACCEPTED,PASSED,CERT-30517835,DN-562PHA,SITE-C-WAREHOUSE-SEC-02,Rebecca Jackson,,False,False,2021-03-16
GRN-2025-0000108,PO-2023-0000971,PO-2023-0000971-L001,VND-000213,PRJ-2020-00459,MAT-00000946,2025-10-17,230,175,55,PARTIALLY_ACCEPTED,FAILED,,DN-196NRP,SITE-E-WAREHOUSE-SEC-03,Mr. David Little MD,,False,True,2025-10-17
GRN-2022-0000109,PO-2023-0000615,PO-2023-0000615-L003,VND-000952,PRJ-2023-00176,MAT-00000194,2022-02-07,260,260,0,RECEIVED,PASSED,CERT-17635653,DN-074RIK,SITE-C-WAREHOUSE-SEC-04,Tony Huerta,,False,False,2022-02-07
GRN-2025-0000110,PO-2020-0000586,PO-2020-0000586-L005,VND-000582,PRJ-2021-00031,MAT-00000967,2025-01-22,284,284,0,ACCEPTED,PASSED,CERT-53154591,DN-464DTM,SITE-D-WAREHOUSE-SEC-05,Dr. Ashley James MD,,False,False,2025-01-22
GRN-2022-0000111,PO-2019-0000424,PO-2019-0000424-L001,VND-000896,PRJ-2023-00240,MAT-00000848,2022-09-16,44,0,44,RETURNED,PASSED,CERT-68754920,DN-440QZR,SITE-B-WAREHOUSE-SEC-01,Sean Osborne,,False,False,2022-09-16
GRN-2021-0000112,PO-2022-0000145,PO-2022-0000145-L002,VND-000481,PRJ-2023-00582,MAT-00000632,2021-01-27,348,307,41,PARTIALLY_ACCEPTED,PASSED,CERT-84888554,DN-097SXZ,SITE-C-WAREHOUSE-SEC-01,Robert Robinson,,False,False,2021-01-27
GRN-2024-0000113,PO-2019-0000829,PO-2019-0000829-L004,VND-000250,PRJ-2022-00859,MAT-00000121,2024-12-05,299,299,0,ACCEPTED,PASSED,CERT-98054173,DN-394RWU,SITE-B-WAREHOUSE-SEC-03,Melanie Taylor,,False,False,2024-12-05
GRN-2019-0000114,PO-2020-0000051,PO-2020-0000051-L012,VND-000196,PRJ-2019-00654,MAT-00000879,2019-12-10,66,66,0,ACCEPTED,PASSED,CERT-66828640,DN-104YCC,SITE-E-WAREHOUSE-SEC-01,Morgan Davis,,True,False,2019-12-10
GRN-2020-0000115,PO-2021-0000061,PO-2021-0000061-L003,VND-000386,PRJ-2020-00727,MAT-00000013,2020-03-20,71,71,0,INSPECTED,PASSED,CERT-23574883,DN-456LMI,SITE-A-WAREHOUSE-SEC-03,Sherri Diaz,,False,False,2020-03-20
GRN-2023-0000116,PO-2021-0000803,PO-2021-0000803-L018,VND-000078,PRJ-2019-00239,MAT-00000179,2023-07-12,306,306,0,ACCEPTED,PASSED,CERT-93851247,DN-842QEZ,SITE-B-WAREHOUSE-SEC-02,Seth Brock,,False,False,2023-07-12
GRN-2022-0000117,PO-2019-0000457,PO-2019-0000457-L002,VND-000750,PRJ-2021-00636,MAT-00000290,2022-08-18,146,146,0,ACCEPTED,PASSED,CERT-72950208,DN-712WOR,SITE-B-WAREHOUSE-SEC-05,Veronica Coffey,,False,False,2022-08-18
GRN-2023-0000118,PO-2024-0000162,PO-2024-0000162-L008,VND-000462,PRJ-2023-00390,MAT-00000658,2023-08-03,271,271,0,ACCEPTED,PASSED,CERT-28575536,DN-851YZA,SITE-B-WAREHOUSE-SEC-02,Caleb Richardson,,False,False,2023-08-03
GRN-2021-0000119,PO-2023-0000100,PO-2023-0000100-L014,VND-000093,PRJ-2019-00462,MAT-00000470,2021-05-26,64,64,0,ACCEPTED,PASSED,CERT-78901038,DN-496OXG,SITE-A-WAREHOUSE-SEC-02,Kaitlyn Harvey,Foreign particular positive play less red.,False,False,2021-05-26
GRN-2020-0000120,PO-2020-0000724,PO-2020-0000724-L004,VND-000967,PRJ-2023-00979,MAT-00000694,2020-07-21,28,28,0,RECEIVED,PASSED,CERT-20952896,DN-612CCT,SITE-E-WAREHOUSE-SEC-03,Audrey Young DDS,,True,False,2020-07-21
GRN-2025-0000121,PO-2020-0000721,PO-2020-0000721-L020,VND-000256,PRJ-2020-00989,MAT-00000522,2025-08-30,147,147,0,RECEIVED,PASSED,CERT-92590645,DN-675QVS,SITE-B-WAREHOUSE-SEC-06,Jennifer Newton,Those pressure street.,False,False,2025-08-30
GRN-2025-0000122,PO-2019-0000441,PO-2019-0000441-L010,VND-000251,PRJ-2022-00017,MAT-00000420,2025-05-28,57,57,0,ACCEPTED,PASSED,CERT-42002808,DN-964CSX,SITE-B-WAREHOUSE-SEC-03,Jeremy Young,,False,False,2025-05-28
GRN-2019-0000123,PO-2024-0000780,PO-2024-0000780-L009,VND-000668,PRJ-2022-00070,MAT-00000102,2019-10-22,264,264,0,RECEIVED,PASSED,CERT-67611469,DN-515IPW,SITE-B-WAREHOUSE-SEC-06,Donald Donaldson,Begin deep police wife anything.,False,False,2019-10-22
GRN-2020-0000124,PO-2024-0000233,PO-2024-0000233-L002,VND-000051,PRJ-2024-00187,MAT-00000895,2020-09-26,489,489,0,ACCEPTED,PASSED,CERT-78131950,DN-532YKN,SITE-E-WAREHOUSE-SEC-05,Phillip Clark,,False,False,2020-09-26
GRN-2024-0000125,PO-2021-0000165,PO-2021-0000165-L002,VND-000915,PRJ-2020-00658,MAT-00000622,2024-06-25,35,35,0,ACCEPTED,PASSED,CERT-23913528,DN-335XJY,SITE-B-WAREHOUSE-SEC-06,April Garrison,,False,False,2024-06-25
GRN-2019-0000126,PO-2022-0000974,PO-2022-0000974-L007,VND-000606,PRJ-2019-00698,MAT-00000429,2019-12-17,399,399,0,INSPECTED,PASSED,CERT-34464938,DN-228QZL,SITE-D-WAREHOUSE-SEC-06,Sean Anderson,,False,False,2019-12-17
GRN-2022-0000127,PO-2021-0000803,PO-2021-0000803-L017,VND-000078,PRJ-2019-00239,MAT-00000520,2022-06-11,22,22,0,INSPECTED,PASSED,CERT-82884346,DN-539UBL,SITE-C-WAREHOUSE-SEC-05,Cameron Fisher,,True,False,2022-06-11
GRN-2021-0000128,PO-2019-0000303,PO-2019-0000303-L001,VND-000991,PRJ-2024-00218,MAT-00000772,2021-03-05,140,140,0,ACCEPTED,PASSED,CERT-69020451,DN-117CXX,SITE-C-WAREHOUSE-SEC-04,Ashley Gordon,,False,False,2021-03-05
GRN-2022-0000129,PO-2024-0000334,PO-2024-0000334-L002,VND-000933,PRJ-2021-00955,MAT-00000771,2022-02-12,411,411,0,ACCEPTED,PASSED,CERT-34220459,DN-908TDP,SITE-D-WAREHOUSE-SEC-01,Amy Mendoza,,False,True,2022-02-12
GRN-2024-0000130,PO-2022-0000564,PO-2022-0000564-L013,VND-000987,PRJ-2021-00692,MAT-00000396,2024-08-15,354,354,0,ACCEPTED,PASSED,CERT-57319709,DN-661FTC,SITE-C-WAREHOUSE-SEC-04,Bobby Franklin,,False,False,2024-08-15
GRN-2025-0000131,PO-2020-0000205,PO-2020-0000205-L006,VND-000346,PRJ-2021-00089,MAT-00000148,2025-12-14,263,263,0,ACCEPTED,PASSED,CERT-91547054,DN-124NOL,SITE-B-WAREHOUSE-SEC-01,Erika Vang,,False,False,2025-12-14
GRN-2020-0000132,PO-2020-0000621,PO-2020-0000621-L014,VND-000323,PRJ-2019-00242,MAT-00000323,2020-11-05,17,0,17,REJECTED,FAILED,,DN-847GMB,SITE-B-WAREHOUSE-SEC-06,Michael Farrell,,False,True,2020-11-05
GRN-2020-0000133,PO-2023-0000134,PO-2023-0000134-L002,VND-000997,PRJ-2022-00345,MAT-00000655,2020-02-28,492,492,0,INSPECTED,PASSED,CERT-79490594,DN-836COA,SITE-A-WAREHOUSE-SEC-06,Jesse Perry,,False,False,2020-02-28
GRN-2021-0000134,PO-2020-0000721,PO-2020-0000721-L009,VND-000256,PRJ-2020-00989,MAT-00000583,2021-04-13,252,252,0,ACCEPTED,PASSED,CERT-70672142,DN-156UQQ,SITE-A-WAREHOUSE-SEC-02,Christian Leblanc,,False,False,2021-04-13
GRN-2025-0000135,PO-2024-0000128,PO-2024-0000128-L007,VND-000228,PRJ-2024-00321,MAT-00000121,2025-10-09,34,34,0,ACCEPTED,PASSED,CERT-31139996,DN-111FBG,SITE-E-WAREHOUSE-SEC-03,Jacqueline Anderson,,False,False,2025-10-09
GRN-2025-0000136,PO-2019-0000303,PO-2019-0000303-L006,VND-000991,PRJ-2024-00218,MAT-00000564,2025-09-10,122,102,20,PARTIALLY_ACCEPTED,PASSED,CERT-59514418,DN-098JVQ,SITE-A-WAREHOUSE-SEC-03,Hayden Ortega,,False,False,2025-09-10
GRN-2019-0000137,PO-2024-0000305,PO-2024-0000305-L003,VND-000947,PRJ-2019-00676,MAT-00000881,2019-07-29,211,211,0,ACCEPTED,PASSED,CERT-52550733,DN-604MTW,SITE-E-WAREHOUSE-SEC-01,Jordan Moore,,False,False,2019-07-29
GRN-2021-0000138,PO-2020-0000849,PO-2020-0000849-L005,VND-000308,PRJ-2022-00006,MAT-00000797,2021-03-08,94,94,0,ACCEPTED,PASSED,CERT-17437386,DN-731WJX,SITE-D-WAREHOUSE-SEC-05,Donald Perez,,False,False,2021-03-08
GRN-2020-0000139,PO-2020-0000519,PO-2020-0000519-L012,VND-000730,PRJ-2023-00055,MAT-00000431,2020-05-25,266,0,266,REJECTED,FAILED,,DN-689NRP,SITE-A-WAREHOUSE-SEC-03,Lisa Barrett,,False,False,2020-05-25
GRN-2023-0000140,PO-2023-0000134,PO-2023-0000134-L006,VND-000997,PRJ-2022-00345,MAT-00000156,2023-03-20,298,298,0,ACCEPTED,PASSED,CERT-91220369,DN-402RSW,SITE-B-WAREHOUSE-SEC-06,Gerald Smith,,False,True,2023-03-20
GRN-2025-0000141,PO-2021-0000803,PO-2021-0000803-L009,VND-000078,PRJ-2019-00239,MAT-00000078,2025-10-20,136,54,82,PARTIALLY_ACCEPTED,PASSED,CERT-76845536,DN-296EJV,SITE-D-WAREHOUSE-SEC-05,Amanda Reese,,False,False,2025-10-20
GRN-2021-0000142,PO-2019-0000390,PO-2019-0000390-L011,VND-000999,PRJ-2023-00587,MAT-00000626,2021-02-07,233,233,0,ACCEPTED,PASSED,CERT-74995086,DN-366DVK,SITE-A-WAREHOUSE-SEC-02,Nathan Frank,,False,False,2021-02-07
GRN-2025-0000143,PO-2022-0000447,PO-2022-0000447-L004,VND-000723,PRJ-2022-00149,MAT-00000337,2025-07-09,67,0,67,RETURNED,PASSED,CERT-42445506,DN-991DJK,SITE-E-WAREHOUSE-SEC-05,Amber Miller,,False,False,2025-07-09
GRN-2019-0000144,PO-2021-0000399,PO-2021-0000399-L006,VND-000317,PRJ-2020-00936,MAT-00000118,2019-03-23,128,128,0,ACCEPTED,PASSED,CERT-35479101,DN-767MCA,SITE-C-WAREHOUSE-SEC-05,Paul Wilson,,False,False,2019-03-23
GRN-2022-0000145,PO-2019-0000303,PO-2019-0000303-L012,VND-000991,PRJ-2024-00218,MAT-00000686,2022-08-23,259,0,259,REJECTED,FAILED,,DN-614RRL,SITE-B-WAREHOUSE-SEC-02,Mr. Andrew Foster,Area daughter war should share face.,False,False,2022-08-23
GRN-2025-0000146,PO-2019-0000042,PO-2019-0000042-L008,VND-000399,PRJ-2023-00205,MAT-00000139,2025-08-09,56,56,0,RECEIVED,PASSED,CERT-64123845,DN-107VBL,SITE-B-WAREHOUSE-SEC-03,Joseph Hall,,False,False,2025-08-09
GRN-2020-0000147,PO-2019-0000303,PO-2019-0000303-L007,VND-000991,PRJ-2024-00218,MAT-00000095,2020-10-08,392,392,0,ACCEPTED,PASSED,CERT-25946545,DN-851ZVC,SITE-C-WAREHOUSE-SEC-05,Joe Miller,Office of remember individual boy.,False,False,2020-10-08
GRN-2021-0000148,PO-2021-0000594,PO-2021-0000594-L003,VND-000515,PRJ-2024-00280,MAT-00000245,2021-07-25,261,261,0,INSPECTED,PASSED,CERT-28392710,DN-052ZND,SITE-E-WAREHOUSE-SEC-01,Tamara Davis,,False,False,2021-07-25
GRN-2020-0000149,PO-2021-0000140,PO-2021-0000140-L013,VND-000799,PRJ-2023-00220,MAT-00000422,2020-03-24,164,0,164,REJECTED,FAILED,,DN-136LZH,SITE-D-WAREHOUSE-SEC-05,Seth Reese,,False,False,2020-03-24
GRN-2023-0000150,PO-2022-0000331,PO-2022-0000331-L007,VND-000696,PRJ-2024-00718,MAT-00000350,2023-12-11,189,85,104,PARTIALLY_ACCEPTED,PASSED,CERT-94457912,DN-352EGO,SITE-A-WAREHOUSE-SEC-04,Jordan Bullock,Go when population challenge bill.,False,False,2023-12-11
GRN-2025-0000151,PO-2022-0000129,PO-2022-0000129-L003,VND-000633,PRJ-2019-00885,MAT-00000059,2025-03-29,299,246,53,PARTIALLY_ACCEPTED,PASSED,CERT-61028283,DN-432MJW,SITE-E-WAREHOUSE-SEC-06,Angela Bean,Management senior service large under north play.,False,True,2025-03-29
GRN-2024-0000152,PO-2019-0000424,PO-2019-0000424-L008,VND-000896,PRJ-2023-00240,MAT-00000633,2024-12-19,212,212,0,ACCEPTED,PASSED,CERT-92071195,DN-955JCE,SITE-B-WAREHOUSE-SEC-04,Mark Hogan,,False,False,2024-12-19
GRN-2019-0000153,PO-2020-0000721,PO-2020-0000721-L011,VND-000256,PRJ-2020-00989,MAT-00000465,2019-09-02,340,340,0,ACCEPTED,PASSED,CERT-33244151,DN-905GET,SITE-E-WAREHOUSE-SEC-04,Andrew Wood,,False,False,2019-09-02
GRN-2024-0000154,PO-2020-0000621,PO-2020-0000621-L007,VND-000323,PRJ-2019-00242,MAT-00000991,2024-04-08,136,124,12,PARTIALLY_ACCEPTED,PASSED,CERT-40181142,DN-411NMG,SITE-B-WAREHOUSE-SEC-03,Kevin Best,,False,False,2024-04-08
GRN-2024-0000155,PO-2022-0000209,PO-2022-0000209-L011,VND-000664,PRJ-2024-00085,MAT-00000099,2024-05-20,287,287,0,ACCEPTED,PASSED,CERT-82905845,DN-079PMU,SITE-C-WAREHOUSE-SEC-01,Kathryn Rosario,,False,False,2024-05-20
GRN-2025-0000156,PO-2021-0000308,PO-2021-0000308-L001,VND-000219,PRJ-2020-00451,MAT-00000969,2025-06-27,41,0,41,RETURNED,PASSED,CERT-74300930,DN-715TFG,SITE-D-WAREHOUSE-SEC-06,Amanda Zimmerman,,False,False,2025-06-27
GRN-2023-0000157,PO-2024-0000334,PO-2024-0000334-L006,VND-000933,PRJ-2021-00955,MAT-00000944,2023-01-26,123,32,91,PARTIALLY_ACCEPTED,PASSED,CERT-17045237,DN-788NKX,SITE-E-WAREHOUSE-SEC-02,Douglas Ortiz,Quickly appear piece free form.,False,False,2023-01-26
GRN-2024-0000158,PO-2020-0000621,PO-2020-0000621-L006,VND-000323,PRJ-2019-00242,MAT-00000394,2024-07-27,81,0,81,RETURNED,PASSED,CERT-48553376,DN-864QUQ,SITE-D-WAREHOUSE-SEC-04,Lindsey Hernandez,,False,False,2024-07-27
GRN-2019-0000159,PO-2019-0000042,PO-2019-0000042-L006,VND-000399,PRJ-2023-00205,MAT-00000619,2019-03-31,480,20,460,PARTIALLY_ACCEPTED,CONDITIONAL,CERT-14877451,DN-192WTP,SITE-D-WAREHOUSE-SEC-02,Jenna Larson,,False,False,2019-03-31
GRN-2024-0000160,PO-2019-0000829,PO-2019-0000829-L002,VND-000250,PRJ-2022-00859,MAT-00000748,2024-10-17,153,153,0,RECEIVED,FAILED,,DN-148YPY,SITE-E-WAREHOUSE-SEC-01,Carl Warner,,False,False,2024-10-17
GRN-2023-0000161,PO-2022-0000331,PO-2022-0000331-L011,VND-000696,PRJ-2024-00718,MAT-00000424,2023-04-09,140,140,0,ACCEPTED,PASSED,CERT-71594457,DN-816GXB,SITE-A-WAREHOUSE-SEC-03,Christopher Lewis,,False,True,2023-04-09
GRN-2021-0000162,PO-2023-0000873,PO-2023-0000873-L002,VND-000038,PRJ-2024-00556,MAT-00000821,2021-11-24,313,313,0,INSPECTED,PASSED,CERT-21641746,DN-733IJE,SITE-D-WAREHOUSE-SEC-04,Richard Romero,,False,False,2021-11-24
GRN-2022-0000163,PO-2020-0000519,PO-2020-0000519-L013,VND-000730,PRJ-2023-00055,MAT-00000513,2022-05-17,229,229,0,ACCEPTED,PASSED,CERT-86890296,DN-880QVX,SITE-C-WAREHOUSE-SEC-03,Linda Moore,Story side speak close.,False,False,2022-05-17
GRN-2019-0000164,PO-2020-0000751,PO-2020-0000751-L018,VND-000345,PRJ-2023-00480,MAT-00000158,2019-12-27,258,258,0,ACCEPTED,PASSED,CERT-49599276,DN-706XRU,SITE-C-WAREHOUSE-SEC-06,Jeremy Mitchell,,False,False,2019-12-27
GRN-2022-0000165,PO-2019-0000441,PO-2019-0000441-L013,VND-000251,PRJ-2022-00017,MAT-00000547,2022-08-30,282,282,0,ACCEPTED,PASSED,CERT-43214247,DN-738PTZ,SITE-E-WAREHOUSE-SEC-06,Stephanie Lee,,False,False,2022-08-30
GRN-2023-0000166,PO-2024-0000162,PO-2024-0000162-L014,VND-000462,PRJ-2023-00390,MAT-00000846,2023-02-01,58,0,58,REJECTED,FAILED,,DN-977XSX,SITE-E-WAREHOUSE-SEC-05,Joseph Burch,,False,False,2023-02-01
GRN-2022-0000167,PO-2019-0000080,PO-2019-0000080-L004,VND-000541,PRJ-2024-00250,MAT-00000661,2022-09-19,461,461,0,ACCEPTED,PASSED,CERT-78886959,DN-392QDP,SITE-D-WAREHOUSE-SEC-01,Mr. Timothy Dawson,,False,False,2022-09-19
GRN-2024-0000168,PO-2023-0000853,PO-2023-0000853-L002,VND-000092,PRJ-2024-00067,MAT-00000926,2024-04-21,2,2,0,INSPECTED,PASSED,CERT-56241881,DN-814FWK,SITE-E-WAREHOUSE-SEC-01,Taylor Hernandez,,False,True,2024-04-21
GRN-2019-0000169,PO-2024-0000158,PO-2024-0000158-L013,VND-000621,PRJ-2023-00805,MAT-00000532,2019-11-25,70,70,0,INSPECTED,CONDITIONAL,CERT-61335545,DN-613CWB,SITE-D-WAREHOUSE-SEC-03,James Brooks,,False,False,2019-11-25
GRN-2019-0000170,PO-2024-0000128,PO-2024-0000128-L008,VND-000228,PRJ-2024-00321,MAT-00000221,2019-06-28,441,441,0,RECEIVED,CONDITIONAL,CERT-62755436,DN-615OBU,SITE-A-WAREHOUSE-SEC-02,Sara Santos,,False,False,2019-06-28
GRN-2019-0000171,PO-2023-0000012,PO-2023-0000012-L008,VND-000924,PRJ-2024-00170,MAT-00000647,2019-07-14,218,137,81,PARTIALLY_ACCEPTED,PASSED,CERT-30820038,DN-220SES,SITE-B-WAREHOUSE-SEC-02,Olivia Harrison,,False,False,2019-07-14
GRN-2019-0000172,PO-2021-0000803,PO-2021-0000803-L012,VND-000078,PRJ-2019-00239,MAT-00000341,2019-05-04,453,9,444,PARTIALLY_ACCEPTED,PASSED,CERT-14506531,DN-901BQN,SITE-B-WAREHOUSE-SEC-01,Kimberly Acosta,,False,False,2019-05-04
GRN-2020-0000173,PO-2020-0000142,PO-2020-0000142-L010,VND-000315,PRJ-2023-00775,MAT-00000979,2020-01-29,387,387,0,ACCEPTED,PASSED,CERT-41428626,DN-861XSP,SITE-B-WAREHOUSE-SEC-05,Anthony Barnes,,False,False,2020-01-29
GRN-2023-0000174,PO-2020-0000621,PO-2020-0000621-L008,VND-000323,PRJ-2019-00242,MAT-00000953,2023-12-05,74,74,0,ACCEPTED,PASSED,CERT-46930534,DN-971HFM,SITE-E-WAREHOUSE-SEC-02,Lynn Andrews,Fact ability good.,False,False,2023-12-05
GRN-2020-0000175,PO-2024-0000305,PO-2024-0000305-L037,VND-000947,PRJ-2019-00676,MAT-00000590,2020-11-25,177,177,0,RECEIVED,PASSED,CERT-65878146,DN-962QQF,SITE-D-WAREHOUSE-SEC-05,Heather Ashley,,False,False,2020-11-25
GRN-2023-0000176,PO-2019-0000390,PO-2019-0000390-L001,VND-000999,PRJ-2023-00587,MAT-00000404,2023-08-26,74,0,74,REJECTED,FAILED,,DN-888JBY,SITE-A-WAREHOUSE-SEC-05,Amanda Hughes,,False,False,2023-08-26
GRN-2021-0000177,PO-2022-0000209,PO-2022-0000209-L007,VND-000664,PRJ-2024-00085,MAT-00000702,2021-02-17,190,190,0,ACCEPTED,PASSED,CERT-16917129,DN-540WYE,SITE-E-WAREHOUSE-SEC-06,Nicholas Fuller,,False,False,2021-02-17
GRN-2025-0000178,PO-2024-0000305,PO-2024-0000305-L010,VND-000947,PRJ-2019-00676,MAT-00000638,2025-09-03,287,112,175,PARTIALLY_ACCEPTED,PASSED,CERT-12058055,DN-952CWI,SITE-B-WAREHOUSE-SEC-03,Marvin Greer,,False,False,2025-09-03
GRN-2024-0000179,PO-2023-0000012,PO-2023-0000012-L006,VND-000924,PRJ-2024-00170,MAT-00000332,2024-07-22,105,105,0,ACCEPTED,PASSED,CERT-47991562,DN-772ZIE,SITE-B-WAREHOUSE-SEC-05,Terri Johnson,,False,False,2024-07-22
GRN-2021-0000180,PO-2019-0000303,PO-2019-0000303-L004,VND-000991,PRJ-2024-00218,MAT-00000700,2021-08-29,370,370,0,RECEIVED,PASSED,CERT-65556767,DN-303CUT,SITE-C-WAREHOUSE-SEC-02,Virginia Daniels,Already positive experience television.,False,False,2021-08-29
GRN-2019-0000181,PO-2021-0000803,PO-2021-0000803-L026,VND-000078,PRJ-2019-00239,MAT-00000643,2019-04-11,152,40,112,PARTIALLY_ACCEPTED,PASSED,CERT-42981324,DN-054HZX,SITE-C-WAREHOUSE-SEC-02,James Gonzales,,False,False,2019-04-11
GRN-2021-0000182,PO-2019-0000439,PO-2019-0000439-L006,VND-000711,PRJ-2023-00346,MAT-00000621,2021-08-24,252,252,0,ACCEPTED,PASSED,CERT-32718459,DN-652FSF,SITE-B-WAREHOUSE-SEC-06,Robert Adams,Risk bad own.,False,False,2021-08-24
GRN-2023-0000183,PO-2021-0000600,PO-2021-0000600-L003,VND-000537,PRJ-2023-00582,MAT-00000609,2023-01-04,39,4,35,PARTIALLY_ACCEPTED,PASSED,CERT-41062464,DN-284UGF,SITE-D-WAREHOUSE-SEC-02,Edward Griffin,Coach know language risk treatment.,False,False,2023-01-04
GRN-2022-0000184,PO-2022-0000145,PO-2022-0000145-L003,VND-000481,PRJ-2023-00582,MAT-00000257,2022-09-05,468,0,468,REJECTED,FAILED,,DN-964OYD,SITE-D-WAREHOUSE-SEC-01,Mark Cox,,True,False,2022-09-05
GRN-2021-0000185,PO-2023-0000134,PO-2023-0000134-L008,VND-000997,PRJ-2022-00345,MAT-00000368,2021-04-02,221,221,0,ACCEPTED,PASSED,CERT-42342289,DN-202MRY,SITE-A-WAREHOUSE-SEC-01,Cameron Young,,False,False,2021-04-02
GRN-2021-0000186,PO-2023-0000873,PO-2023-0000873-L007,VND-000038,PRJ-2024-00556,MAT-00000215,2021-05-05,290,290,0,ACCEPTED,PASSED,CERT-20820219,DN-556KCM,SITE-B-WAREHOUSE-SEC-03,Jerry Watson,,False,False,2021-05-05
GRN-2019-0000187,PO-2020-0000715,PO-2020-0000715-L016,VND-000130,PRJ-2020-00699,MAT-00000916,2019-12-26,5,5,0,RECEIVED,PASSED,CERT-68238367,DN-719IHX,SITE-B-WAREHOUSE-SEC-01,Matthew Wright,,False,False,2019-12-26
GRN-2019-0000188,PO-2024-0000437,PO-2024-0000437-L006,VND-000237,PRJ-2020-00759,MAT-00000027,2019-12-21,445,445,0,INSPECTED,PASSED,CERT-19978827,DN-102FHY,SITE-E-WAREHOUSE-SEC-04,Autumn Hampton,,False,False,2019-12-21
GRN-2024-0000189,PO-2021-0000803,PO-2021-0000803-L013,VND-000078,PRJ-2019-00239,MAT-00000941,2024-10-27,107,107,0,RECEIVED,PASSED,CERT-20326375,DN-739SSF,SITE-B-WAREHOUSE-SEC-06,Chad Jones,,False,False,2024-10-27
GRN-2025-0000190,PO-2021-0000165,PO-2021-0000165-L004,VND-000915,PRJ-2020-00658,MAT-00000517,2025-03-13,379,379,0,ACCEPTED,PASSED,CERT-56420476,DN-271ZRU,SITE-A-WAREHOUSE-SEC-05,Michelle Pierce,Through surface Republican until.,False,False,2025-03-13
GRN-2021-0000191,PO-2021-0000140,PO-2021-0000140-L012,VND-000799,PRJ-2023-00220,MAT-00000858,2021-06-17,397,397,0,ACCEPTED,PASSED,CERT-70471823,DN-258OHM,SITE-A-WAREHOUSE-SEC-06,Cynthia Snyder,,False,False,2021-06-17
