po_id,po_type,po_status,priority,vendor_id,project_id,po_date,delivery_date,approval_date,po_value,tax_rate,tax_amount,total_value,currency,payment_terms,delivery_terms,description,buyer_name,requisition_ref,ship_to_address,notes,created_date
PO-2019-0000080,BLANKET,PARTIALLY_RECEIVED,NORMAL,VND-000541,PRJ-2024-00250,2021-04-20,2021-05-21,2021-05-04,22357.5,0.05,1117.88,23475.38,USD,ADVANCE-30%,FOB,Administration network once result far cultural.,Kelly Sanchez,REQ-2019-326441,"7772 Jackson Stravenue Suite 280, Port Melanieton, WV 01337",,2021-04-20
PO-2020-0000081,STANDARD,COMPLETED,NORMAL,VND-000229,PRJ-2019-00134,2020-12-15,2021-01-26,2020-12-26,186538.65,0.1,18653.87,205192.52,USD,LC-AT-SIGHT,FOB,Case piece attack character despite lay art point.,Susan Hopkins,REQ-2020-475644,"08484 Wayne Square Suite 211, East James, NC 33585",,2020-12-15
PO-2020-0000082,BLANKET,ISSUED,NORMAL,VND-000702,PRJ-2024-00539,2019-09-18,2020-01-31,2019-09-26,372702.24,0.0,0.0,372702.24,USD,ADVANCE-30%,CIF,Environment however health image north wrong difficult range.,Martha Garrison,REQ-2020-214351,"6687 Dana Squares, North Vincent, NE 85030",,2019-09-18
PO-2020-0000083,FRAMEWORK,COMPLETED,NORMAL,VND-000871,PRJ-2020-00309,2019-05-08,2019-06-06,2019-05-16,1430411.69,0.15,214561.75,1644973.44,GBP,LC-AT-SIGHT,CIF,Not teach believe month amount deep test thought.,Anthony Jones,REQ-2020-213206,"PSC 8902, Box 5039, APO AE 99100",,2019-05-08
PO-2022-0000084,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000445,PRJ-2022-00640,2023-04-10,2023-09-23,2023-04-19,130362.69,0.1,13036.27,143398.96,USD,NET-30,CIF,Up federal nor note support quality music himself.,Rachel Norris,REQ-2022-551096,"16315 Novak Islands Apt. 477, West Angela, MS 57104",Quickly produce beat peace.,2023-04-10
PO-2024-0000085,STANDARD,COMPLETED,NORMAL,VND-000343,PRJ-2020-00441,2021-07-24,2021-11-20,2021-07-30,92024.27,0.15,13803.64,105827.91,USD,LC-AT-SIGHT,CIF,Require bank child Republican plant science first.,Aaron Parker,REQ-2024-865054,"21267 Garcia Corners Suite 819, Michelletown, LA 54739",Single right nice yeah drug minute.,2021-07-24
PO-2022-0000086,STANDARD,CANCELLED,NORMAL,VND-000787,PRJ-2023-00069,2019-12-16,2020-01-22,2019-12-23,132971.69,0.0,0.0,132971.69,EUR,NET-30,DDP,College especially environmental certainly cold every feel site.,Tony Le,REQ-2022-951201,"1240 Cook River, Brockmouth, NV 44375",Spring teacher wind carry fly water.,2019-12-16
PO-2019-0000087,BLANKET,ISSUED,NORMAL,VND-000575,PRJ-2023-00895,2019-07-30,2019-10-25,2019-08-09,728310.35,0.15,109246.55,837556.9,USD,NET-60,FOB,Look concern huge five same plan.,Rachael Nguyen,REQ-2019-632060,"1939 Erin Plaza Apt. 737, Marieland, GU 54128",Cause field education child institution help last.,2019-07-30
PO-2024-0000088,STANDARD,ISSUED,URGENT,VND-000177,PRJ-2019-00781,2021-07-15,2021-11-15,2021-07-29,360231.2,0.1,36023.12,396254.32,USD,NET-90,FCA,Look husband media turn reality myself so growth time Mr.,Angela Mack,REQ-2024-751924,"90965 Rodriguez Courts Suite 388, South Neil, NH 89571",,2021-07-15
PO-2024-0000089,BLANKET,PARTIALLY_RECEIVED,NORMAL,VND-000046,PRJ-2019-00185,2022-06-19,2022-09-27,2022-06-25,128577.58,0.1,12857.76,141435.34,EUR,NET-30,FCA,Real character young lot far turn beat story role give.,Richard Boyd,REQ-2024-693830,"7514 Lisa Crescent, Port Matthewville, TX 22043",,2022-06-19
PO-2019-0000090,STANDARD,DRAFT,NORMAL,VND-000343,PRJ-2020-00386,2024-02-02,2024-05-13,,449513.39,0.15,67427.01,516940.4,EUR,NET-30,FOB,Might necessary former interview left something picture.,Matthew Foster,REQ-2019-440140,"9660 Jamie Terrace, New Cristianside, HI 48446",,2024-02-02
PO-2023-0000091,BLANKET,APPROVED,URGENT,VND-000078,PRJ-2022-00691,2022-01-19,2022-05-26,2022-01-30,272799.69,0.0,0.0,272799.69,EUR,NET-60,DDP,Culture box provide majority whole finish home hotel.,Harold Ellis,REQ-2023-534303,"912 Wilson Inlet Apt. 252, Barnesberg, OK 50794",Control player really population yourself never.,2022-01-19
PO-2023-0000092,STANDARD,ISSUED,NORMAL,VND-000813,PRJ-2022-00540,2019-07-06,2019-09-14,2019-07-13,776361.85,0.1,77636.18,853998.03,EUR,LC-90-DAYS,EXW,Eye cost success people tend weight machine crime himself.,Marissa Ortiz,REQ-2023-314353,"2190 Kelly Harbor Apt. 842, Cunninghamfort, OH 67453",,2019-07-06
PO-2020-0000093,EMERGENCY,COMPLETED,CRITICAL,VND-000185,PRJ-2019-00008,2023-10-30,2023-12-27,2023-11-02,104562.08,0.15,15684.31,120246.39,USD,NET-60,DDP,Of environmental myself yard my.,Olivia Alexander,REQ-2020-624563,"34074 Atkins Corners Suite 133, Michellechester, GA 81261",,2023-10-30
PO-2024-0000094,FRAMEWORK,COMPLETED,NORMAL,VND-000031,PRJ-2023-00471,2022-07-06,2022-12-14,2022-07-13,163866.18,0.0,0.0,163866.18,USD,NET-90,DDP,Size spend south now mother others.,William Carter,REQ-2024-537983,"60422 Dustin Islands, Port Megan, MO 64655",Officer environmental increase later.,2022-07-06
PO-2022-0000095,STANDARD,COMPLETED,NORMAL,VND-000590,PRJ-2023-00091,2020-03-09,2020-05-24,2020-03-16,151671.19,0.15,22750.68,174421.87,EUR,NET-90,CIF,Idea seek reason theory lawyer.,Kevin Melton PhD,REQ-2022-514991,"518 Robinson Meadow Apt. 745, Matthewshire, DC 74706",,2020-03-09
PO-2024-0000096,STANDARD,APPROVED,NORMAL,VND-000176,PRJ-2022-00544,2022-12-02,2023-03-15,2022-12-14,41931.06,0.05,2096.55,44027.61,USD,LC-90-DAYS,DDP,Small thus several animal phone student administration upon citizen.,William Patterson,REQ-2024-254864,"Unit 2424 Box 1541, DPO AA 87599",Appear personal rise sense.,2022-12-02
PO-2020-0000097,STANDARD,APPROVED,NORMAL,VND-000116,PRJ-2022-00182,2024-03-15,2024-08-20,2024-03-28,346398.23,0.15,51959.73,398357.96,EUR,NET-90,DDP,Pretty region ability live car difficult quite act receive.,Virginia Henderson,REQ-2020-691912,"61115 Ibarra Dam, Ayalaberg, SD 89254",,2024-03-15
PO-2023-0000098,STANDARD,ISSUED,CRITICAL,VND-000778,PRJ-2020-00453,2022-01-30,2022-07-14,2022-01-31,332124.88,0.1,33212.49,365337.37,USD,NET-60,EXW,Attention none particular clearly goal defense.,Tamara Jensen,REQ-2023-584172,"12196 Richmond Island, East Joshua, CO 33028",,2022-01-30
PO-2019-0000099,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000143,PRJ-2020-00630,2024-03-10,2024-08-19,2024-03-19,244296.06,0.15,36644.41,280940.47,SAR,LC-90-DAYS,DDP,Over return expect wait agree suggest then day parent country.,Matthew Bowers,REQ-2019-143015,"6137 Allison Bridge, Sarahberg, MS 74999",,2024-03-10
PO-2023-0000100,BLANKET,ISSUED,NORMAL,VND-000093,PRJ-2019-00462,2022-11-07,2022-12-12,2022-11-16,183229.63,0.0,0.0,183229.63,USD,NET-90,EXW,Half raise several west side admit attack energy always.,Richard Hunter,REQ-2023-841995,"6188 Joshua Inlet Apt. 832, Peterland, ME 92077",,2022-11-07
PO-2022-0000101,BLANKET,ISSUED,NORMAL,VND-000636,PRJ-2024-00419,2019-08-03,2020-01-25,2019-08-14,44424.89,0.1,4442.49,48867.38,SAR,NET-60,FOB,Role suffer around beat its law participant finally score.,Barbara Zimmerman,REQ-2022-685066,"5884 Nathan Summit, Jessicaville, WI 04348",,2019-08-03
PO-2021-0000102,STANDARD,CANCELLED,URGENT,VND-000238,PRJ-2019-00342,2020-08-02,2020-11-13,2020-08-07,146565.19,0.0,0.0,146565.19,EUR,LC-90-DAYS,DDP,Southern evening ask Republican office baby lawyer growth.,Mr. Jacob Scott Jr.,REQ-2021-510997,"80003 Thomas Lights, East Sarah, PR 05136",Sort research pretty different eat trouble floor.,2020-08-02
PO-2024-0000103,FRAMEWORK,ISSUED,NORMAL,VND-000197,PRJ-2022-00687,2023-10-01,2024-02-22,2023-10-07,160932.87,0.0,0.0,160932.87,EUR,NET-30,FOB,Number budget pull apply development.,Amber Morales,REQ-2024-324597,"5187 Miguel Highway Suite 937, Brittanyfort, WI 26115",,2023-10-01
PO-2022-0000104,STANDARD,APPROVED,CRITICAL,VND-000158,PRJ-2023-00520,2022-10-11,2023-04-01,2022-10-14,92713.31,0.0,0.0,92713.31,USD,NET-90,FOB,Set early according improve do get style theory week ability.,Sarah Acosta,REQ-2022-289630,"7024 Bradley Fort, Haynesstad, NH 98529",,2022-10-11
PO-2023-0000105,FRAMEWORK,ISSUED,NORMAL,VND-000383,PRJ-2021-00993,2022-03-13,2022-07-19,2022-03-17,200076.91,0.15,30011.54,230088.45,USD,NET-60,FOB,Oil measure PM hour option.,Matthew Anderson,REQ-2023-947903,"5574 Charles Flats Apt. 912, East Shannonmouth, MT 16326",,2022-03-13
PO-2020-0000106,STANDARD,CANCELLED,CRITICAL,VND-000461,PRJ-2021-00797,2024-08-21,2025-01-17,2024-08-28,394297.52,0.15,59144.63,453442.15,USD,LC-90-DAYS,FCA,Group show later leg system bed space fight relate owner.,Scott Hernandez,REQ-2020-940181,"8044 Anthony Lodge Suite 883, South Curtisberg, DE 02068",,2024-08-21
PO-2021-0000107,STANDARD,ISSUED,NORMAL,VND-000864,PRJ-2022-00872,2022-03-13,2022-04-17,2022-03-26,2334767.99,0.0,0.0,2334767.99,SAR,NET-30,CIF,Store work candidate statement head.,Maria Aguilar,REQ-2021-638289,"13721 Martinez Mountain, East Sandrachester, GU 95453",Many him interview government traditional every.,2022-03-13
PO-2022-0000108,STANDARD,COMPLETED,CRITICAL,VND-000042,PRJ-2020-00425,2023-06-12,2023-11-01,2023-06-18,299387.31,0.0,0.0,299387.31,GBP,NET-30,DAP,Third alone people early far include nearly article evidence.,Curtis Wilkerson,REQ-2022-493124,"5787 Durham Parkway, Paulburgh, AK 42296",Despite time sing around yard morning short yourself.,2023-06-12
PO-2021-0000109,FRAMEWORK,PARTIALLY_RECEIVED,URGENT,VND-000216,PRJ-2023-00040,2024-04-19,2024-06-07,2024-05-02,330730.95,0.1,33073.1,363804.05,EUR,ADVANCE-30%,CIF,Beyond prevent entire staff true argue.,Colleen Bradford PhD,REQ-2021-105506,"39559 Jade Knoll, New Stacy, MP 65018",,2024-04-19
PO-2019-0000110,STANDARD,PARTIALLY_RECEIVED,URGENT,VND-000884,PRJ-2020-00434,2022-03-26,2022-06-08,2022-03-31,222051.56,0.0,0.0,222051.56,EUR,NET-30,FOB,Finally make bed discussion despite money a truth cut candidate.,Tamara Richard,REQ-2019-769989,"92185 Nathaniel Shore, Willismouth, ME 42785",,2022-03-26
PO-2022-0000111,STANDARD,ISSUED,URGENT,VND-000863,PRJ-2022-00589,2020-08-11,2020-11-07,2020-08-18,24281.61,0.05,1214.08,25495.69,USD,NET-30,CIF,Wish run join police maintain fish.,Kristina Preston,REQ-2022-698384,"92644 Gregory Alley Suite 902, Samanthabury, SC 74628",,2020-08-11
PO-2024-0000112,BLANKET,ISSUED,NORMAL,VND-000918,PRJ-2023-00520,2023-05-19,2023-09-30,2023-05-20,235198.08,0.0,0.0,235198.08,SAR,NET-90,DAP,View cell seat draw word.,Stephen Davis,REQ-2024-365971,"0433 Michael Turnpike Apt. 006, Oconnorburgh, FM 54767",,2023-05-19
PO-2021-0000113,EMERGENCY,ISSUED,CRITICAL,VND-000162,PRJ-2023-00791,2020-06-30,2020-07-25,2020-07-06,261000.15,0.1,26100.01,287100.16,EUR,NET-60,FCA,Think goal heart stock small official serve difficult later.,Amanda Smith,REQ-2021-283594,"52621 Matthew Ridges, Bushchester, SD 22127",,2020-06-30
PO-2024-0000114,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000094,PRJ-2023-00734,2019-06-01,2019-08-29,2019-06-05,4666363.04,0.15,699954.46,5366317.5,GBP,NET-30,FOB,Threat church big day couple recent reveal role enter example.,Anthony Armstrong,REQ-2024-143941,"50614 Gonzalez Burg, East Danielle, CO 62572",,2019-06-01
PO-2021-0000115,BLANKET,PARTIALLY_RECEIVED,CRITICAL,VND-000302,PRJ-2020-00293,2019-07-15,2019-10-21,2019-07-20,192753.38,0.1,19275.34,212028.72,USD,NET-30,CIF,Final however major produce before.,Cathy Mcclure,REQ-2021-519453,"47743 Elliott Drive Apt. 158, Arellanoshire, IN 73062",,2019-07-15
PO-2022-0000116,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000869,PRJ-2022-00274,2023-10-05,2023-11-08,2023-10-12,348661.5,0.0,0.0,348661.5,USD,NET-90,FCA,Subject stand industry movement term.,Stephen Alvarez,REQ-2022-671971,"989 David Throughway, Thompsonburgh, IL 25761",Amount bad raise dark.,2023-10-05
PO-2019-0000117,STANDARD,ISSUED,NORMAL,VND-000711,PRJ-2022-00171,2022-12-10,2023-04-17,2022-12-11,232895.67,0.15,34934.35,267830.02,EUR,ADVANCE-30%,DAP,Challenge organization floor road southern beautiful news need task mind true.,Michael Matthews,REQ-2019-744718,"2299 Sara Port, Port Justinside, FM 45572",,2022-12-10
PO-2021-0000118,BLANKET,PENDING_APPROVAL,URGENT,VND-000671,PRJ-2020-00373,2019-05-08,2019-06-27,,59729.8,0.05,2986.49,62716.29,EUR,LC-AT-SIGHT,DDP,Enough pressure occur list common idea peace race.,James Koch,REQ-2021-559457,"745 Matthew Underpass, Larryfort, PR 91751",Win direction feel season.,2019-05-08
PO-2019-0000119,STANDARD,ISSUED,NORMAL,VND-000051,PRJ-2024-00620,2024-01-17,2024-05-04,2024-01-23,956836.09,0.05,47841.8,1004677.89,SAR,NET-60,EXW,Especially indicate population could deep station scientist service.,Samantha Robertson,REQ-2019-244383,"862 Glenn Wells Apt. 030, Williamsstad, VT 26598",,2024-01-17
PO-2022-0000120,STANDARD,CANCELLED,NORMAL,VND-000291,PRJ-2022-00512,2020-04-27,2020-07-17,2020-05-10,598582.5,0.15,89787.38,688369.88,USD,NET-30,CIF,Happy less however type race drop major.,Tyler Wells,REQ-2022-741599,"41406 Frank Ports Apt. 333, Denisehaven, AK 89918",Listen car community.,2020-04-27
PO-2022-0000121,STANDARD,PENDING_APPROVAL,NORMAL,VND-000736,PRJ-2023-00090,2022-11-24,2022-12-24,,627336.49,0.1,62733.65,690070.14,USD,NET-60,FOB,Difference part wall require.,Desiree Woodard,REQ-2022-414527,"3748 Silva Avenue Suite 899, Kennethville, NJ 08868",,2022-11-24
PO-2024-0000122,EMERGENCY,COMPLETED,CRITICAL,VND-000590,PRJ-2024-00521,2020-05-12,2020-07-16,2020-05-25,81530.71,0.05,4076.54,85607.25,USD,NET-30,FCA,Write political technology end represent throughout federal change.,Stephanie Trujillo,REQ-2024-127560,"520 Bright Green Suite 660, West Jessica, IN 90458",,2020-05-12
PO-2023-0000123,STANDARD,PARTIALLY_RECEIVED,URGENT,VND-000137,PRJ-2023-00068,2023-06-19,2023-11-02,2023-06-28,1307141.4,0.1,130714.14,1437855.54,EUR,NET-60,CIF,Point little wait grow feel color price next family likely.,Molly Hansen,REQ-2023-702826,"PSC 5135, Box 3465, APO AA 34653",Family surface like term on want author threat.,2023-06-19
PO-2021-0000124,BLANKET,PARTIALLY_RECEIVED,NORMAL,VND-000927,PRJ-2023-00656,2020-06-12,2020-10-14,2020-06-21,45151.5,0.05,2257.58,47409.08,USD,LC-90-DAYS,EXW,Build quite morning including that character yeah garden would.,Victoria Thomas,REQ-2021-230192,"75250 Shannon Fords, New Kathy, NM 12040",,2020-06-12
PO-2021-0000125,STANDARD,COMPLETED,NORMAL,VND-000869,PRJ-2020-00917,2019-11-20,2020-02-06,2019-11-24,491014.29,0.1,49101.43,540115.72,USD,NET-90,CIF,Pass plant idea whole himself also.,Jake Smith,REQ-2021-231250,"03354 Curtis Parkway, Garyton, ME 38620",,2019-11-20
PO-2023-0000126,BLANKET,APPROVED,NORMAL,VND-000247,PRJ-2023-00176,2019-06-18,2019-07-09,2019-06-20,3363681.95,0.1,336368.2,3700050.15,SAR,NET-30,DDP,Road others full thousand yet garden top grow could.,Tamara Powell,REQ-2023-704788,"09821 Dawson Turnpike, South Nancyview, WI 70589",Any yes product president after ready indicate herself.,2019-06-18
PO-2020-0000127,EMERGENCY,ISSUED,CRITICAL,VND-000831,PRJ-2024-00911,2022-05-22,2022-10-06,2022-05-26,73965.67,0.1,7396.57,81362.24,EUR,LC-AT-SIGHT,DDP,Education reduce day rate act inside big minute performance red.,Steven Hunt,REQ-2020-411882,"17393 Decker Flats Suite 642, New Tylerborough, UT 63502",,2022-05-22
PO-2024-0000128,STANDARD,ISSUED,NORMAL,VND-000228,PRJ-2024-00321,2022-11-15,2023-03-11,2022-11-18,123061.9,0.1,12306.19,135368.09,USD,ADVANCE-30%,CIF,Doctor actually become book off management we single.,Nathaniel Conway,REQ-2024-211341,"4701 Morgan Walk Suite 556, North Melissaton, AL 18640",,2022-11-15
PO-2022-0000129,STANDARD,APPROVED,NORMAL,VND-000633,PRJ-2019-00885,2021-10-13,2021-12-06,2021-10-27,273643.55,0.15,41046.53,314690.08,USD,NET-60,CIF,Forget thus western environmental run head.,Brian Ross,REQ-2022-427905,"762 David Stream Apt. 216, Phammouth, HI 80628",Single particularly television they road through.,2021-10-13
PO-2020-0000130,STANDARD,ISSUED,NORMAL,VND-000037,PRJ-2019-00093,2024-09-01,2025-01-10,2024-09-05,132697.74,0.15,19904.66,152602.4,USD,NET-30,CIF,Turn both in animal energy fire relate question should.,Krystal Levine,REQ-2020-152995,"891 Stanley Gateway Suite 562, North Dawnburgh, NY 62011",Thank avoid man drive wife anyone development.,2024-09-01
PO-2023-0000131,FRAMEWORK,ISSUED,NORMAL,VND-000166,PRJ-2024-00442,2021-12-19,2022-04-05,2022-01-01,37767.49,0.05,1888.37,39655.86,USD,NET-60,EXW,Idea dog learn soon large task language budget.,Matthew Garcia MD,REQ-2023-153642,"99488 Diamond Motorway, Michaelton, GU 29719",,2021-12-19
PO-2020-0000132,STANDARD,ISSUED,NORMAL,VND-000926,PRJ-2019-00287,2020-06-11,2020-07-19,2020-06-18,263623.06,0.0,0.0,263623.06,USD,NET-60,DAP,Forward should outside respond guy laugh best probably able.,Mark Marsh,REQ-2020-684929,"102 Taylor Stravenue Suite 149, East David, PR 51998",,2020-06-11
PO-2020-0000133,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000216,PRJ-2024-00731,2024-04-24,2024-09-17,2024-05-02,67862.27,0.1,6786.23,74648.5,USD,NET-30,FCA,Lead sit response blue increase unit.,Leah Barton,REQ-2020-246570,"0808 Roberson Orchard, Lake Beth, VA 17328",,2024-04-24
PO-2023-0000134,STANDARD,PARTIALLY_RECEIVED,NORMAL,VND-000997,PRJ-2022-00345,2022-05-12,2022-09-24,2022-05-26,428613.52,0.15,64292.03,492905.55,GBP,NET-30,FOB,Hold over third mean his.,Sydney Farmer,REQ-2023-214928,"7226 Cameron Plaza Suite 833, New Jennifer, TX 45759",,2022-05-12
PO-2023-0000135,STANDARD,COMPLETED,URGENT,VND-000787,PRJ-2019-00272,2019-07-30,2020-01-09,2019-08-07,80554.63,0.05,4027.73,84582.36,EUR,NET-30,DDP,Wonder practice when mean reason follow.,Harold Castillo,REQ-2023-749840,"846 Alexandra Burg Suite 200, West Karen, GA 38068",,2019-07-30
PO-2022-0000136,STANDARD,DRAFT,NORMAL,VND-000168,PRJ-2022-00196,2023-12-12,2024-03-15,,1559570.91,0.0,0.0,1559570.91,SAR,NET-60,CIF,Chair artist six daughter must grow laugh.,Megan Hoffman,REQ-2022-313795,"84066 Frye Spur Suite 800, Jamesmouth, MP 30064",,2023-12-12
PO-2023-0000137,FRAMEWORK,COMPLETED,URGENT,VND-000217,PRJ-2024-00532,2022-08-24,2023-01-07,2022-09-02,94854.18,0.05,4742.71,99596.89,USD,NET-60,DAP,Sense national owner simply who family concern radio.,Christopher Palmer,REQ-2023-581992,"8422 Smith Mountain Apt. 025, Port Sarahport, NM 75562",,2022-08-24
PO-2021-0000138,BLANKET,COMPLETED,NORMAL,VND-000427,PRJ-2020-00625,2021-02-26,2021-05-14,2021-03-03,164971.2,0.15,24745.68,189716.88,EUR,NET-90,FOB,Group six fish detail contain attention measure indeed Mr begin.,Daniel Rivera,REQ-2021-412071,"878 Danny Key, Allenbury, AZ 89964",,2021-02-26
PO-2024-0000139,STANDARD,ISSUED,URGENT,VND-000444,PRJ-2021-00295,2023-04-05,2023-07-29,2023-04-19,644493.92,0.0,0.0,644493.92,USD,NET-60,FCA,High someone box either rich agency might side.,Katie Tucker,REQ-2024-253591,"8112 Courtney Fords, Port Gina, MP 14122",Mrs reflect wish simple position.,2023-04-05
PO-2021-0000140,FRAMEWORK,COMPLETED,NORMAL,VND-000799,PRJ-2023-00220,2022-01-15,2022-06-21,2022-01-27,55434.8,0.05,2771.74,58206.54,EUR,NET-30,FOB,Section child learn forward beautiful.,Robert Grant,REQ-2021-876880,"6676 Stewart Loaf, New Adamland, WV 98274",,2022-01-15
PO-2020-0000141,STANDARD,APPROVED,CRITICAL,VND-000155,PRJ-2019-00424,2024-04-18,2024-05-27,2024-04-29,319001.77,0.1,31900.18,350901.95,USD,ADVANCE-30%,EXW,Animal summer group me face rate paper example unit high.,Amanda Moore,REQ-2020-677086,"424 Bernard Branch Apt. 100, Medinaland, ME 28033",,2024-04-18
PO-2020-0000142,STANDARD,COMPLETED,CRITICAL,VND-000315,PRJ-2023-00775,2022-08-08,2022-11-03,2022-08-19,1165395.77,0.1,116539.58,1281935.35,USD,NET-30,FCA,Deep town surface central contain pattern education boy.,Latoya Brown,REQ-2020-783984,"814 John Flat Suite 552, North Justin, CA 25863",,2022-08-08
PO-2023-0000143,EMERGENCY,COMPLETED,CRITICAL,VND-000278,PRJ-2024-00428,2019-05-29,2019-09-21,2019-06-11,35278.19,0.05,1763.91,37042.1,USD,NET-60,DAP,Magazine foreign process really charge note space when.,Erik Floyd,REQ-2023-403528,"5257 Griffin Trail Suite 781, Lake Catherine, MP 37281",,2019-05-29
PO-2019-0000144,STANDARD,COMPLETED,NORMAL,VND-000754,PRJ-2021-00657,2020-07-03,2020-11-23,2020-07-11,303021.98,0.15,45453.3,348475.28,USD,NET-30,FCA,Through cultural safe phone road throughout.,Lynn Hess,REQ-2019-446747,"84887 Michael Fork, Dennishaven, NY 12370",Hair action draw who word range.,2020-07-03
PO-2022-0000145,BLANKET,DRAFT,URGENT,VND-000481,PRJ-2023-00582,2020-12-19,2021-06-07,,331657.92,0.05,16582.9,348240.82,USD,LC-AT-SIGHT,FCA,Cell city not not the certainly rule voice American seven.,Dennis Young,REQ-2022-967161,"7700 Garcia Pike Suite 498, South Desiree, MN 77529",,2020-12-19
PO-2021-0000146,STANDARD,APPROVED,NORMAL,VND-000527,PRJ-2021-00959,2019-01-28,2019-04-18,2019-02-04,620442.02,0.05,31022.1,651464.12,USD,NET-30,FCA,Might heavy trade might good.,Katelyn Olson,REQ-2021-445637,"2318 Lewis Ferry, West Carolyn, GU 16010",,2019-01-28
PO-2024-0000147,BLANKET,ISSUED,NORMAL,VND-000184,PRJ-2023-00477,2020-10-16,2021-02-10,2020-10-27,55031.4,0.1,5503.14,60534.54,USD,NET-60,FCA,Increase form box push look opportunity positive.,David Anderson,REQ-2024-837733,"809 Brian Green, New Susan, PA 74373",,2020-10-16
PO-2024-0000148,STANDARD,ISSUED,CRITICAL,VND-000353,PRJ-2023-00981,2024-05-12,2024-07-04,2024-05-20,49784.16,0.05,2489.21,52273.37,EUR,ADVANCE-30%,DDP,These road start water.,Lawrence Ruiz,REQ-2024-536045,"9292 Jackson Spur, Sandrashire, CA 30623",,2024-05-12
PO-2022-0000149,EMERGENCY,COMPLETED,CRITICAL,VND-000399,PRJ-2019-00697,2024-11-22,2025-03-30,2024-12-01,454216.79,0.0,0.0,454216.79,GBP,ADVANCE-30%,EXW,History board dark teacher mean information change benefit.,Lucas Williams,REQ-2022-691573,"72980 Boyd Land, Lake Alyssabury, AS 63693",Go source traditional student office international.,2024-11-22
